YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME,DIV2_WHEELS_OFF,DIV2_TAIL_NUM,DIV3_AIRPORT,DIV3_AIRPORT_ID,DIV3_AIRPORT_SEQ_ID,DIV3_WHEELS_ON,DIV3_TOTAL_GTIME,DIV3_LONGEST_GTIME,DIV3_WHEELS_OFF,DIV3_TAIL_NUM,DIV4_AIRPORT,DIV4_AIRPORT_ID,DIV4_AIRPORT_SEQ_ID,DIV4_WHEELS_ON,DIV4_TOTAL_GTIME,DIV4_LONGEST_GTIME,DIV4_WHEELS_OFF,DIV4_TAIL_NUM,DIV5_AIRPORT,DIV5_AIRPORT_ID,DIV5_AIRPORT_SEQ_ID,DIV5_WHEELS_ON,DIV5_TOTAL_GTIME,DIV5_LONGEST_GTIME,DIV5_WHEELS_OFF,DIV5_TAIL_NUM
2023,2,6,1,4,6/1/2023 12:00:00 AM,AA,19805,AA,N342RX,1309,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2205,2236,31.00,31.00,1.00,2,2200-2259,11.00,2247,0732,13.00,0718,0745,27.00,27.00,1.00,1,0700-0759,0.00,,0.00,373.00,369.00,345.00,1.00,2846.00,11,0.00,0.00,0.00,0.00,27.00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AA,19805,AA,N342RX,1309,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1728,1812,44.00,44.00,1.00,2,1700-1759,17.00,1829,2134,5.00,2101,2139,38.00,38.00,1.00,2,2100-2159,0.00,,0.00,393.00,387.00,365.00,1.00,2846.00,11,3.00,0.00,0.00,0.00,35.00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AA,19805,AA,N443AA,395,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1900,1905,5.00,5.00,0.00,0,1900-1959,34.00,1939,2248,6.00,2256,2254,-2.00,0.00,0.00,-1,2200-2259,0.00,,0.00,416.00,409.00,369.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AA,19805,AA,N454AL,399,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2055,2048,-7.00,0.00,0.00,-1,2000-2059,19.00,2107,0629,5.00,0630,0634,4.00,4.00,0.00,0,0600-0659,0.00,,0.00,395.00,406.00,382.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AA,19805,AA,N454AL,399,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1556,1552,-4.00,0.00,0.00,-1,1500-1559,16.00,1608,1923,5.00,1950,1928,-22.00,0.00,0.00,-2,1900-1959,0.00,,0.00,414.00,396.00,375.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AS,19930,AS,N266AK,115,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1740,1737,-3.00,0.00,0.00,-1,1700-1759,28.00,1805,2008,5.00,2012,2013,1.00,1.00,0.00,0,2000-2059,0.00,,0.00,212.00,216.00,183.00,1.00,1448.00,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AS,19930,AS,N266AK,172,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,14107,1410702,30466,PHX,"Phoenix, AZ",AZ,04,Arizona,81,2350,2335,-15.00,0.00,0.00,-1,2300-2359,16.00,2351,0608,7.00,0619,0615,-4.00,0.00,0.00,-1,0600-0659,0.00,,0.00,329.00,340.00,317.00,1.00,2552.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AS,19930,AS,N272AK,108,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,0256,0252,-4.00,0.00,0.00,-1,0001-0559,18.00,0310,0714,11.00,0723,0725,2.00,2.00,0.00,0,0700-0759,0.00,,0.00,207.00,213.00,184.00,1.00,1448.00,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AS,19930,AS,N275AK,114,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,1300,1300,0.00,0.00,0.00,0,1300-1359,16.00,1316,1728,6.00,1729,1734,5.00,5.00,0.00,0,1700-1759,0.00,,0.00,209.00,214.00,192.00,1.00,1448.00,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,2,6,1,4,6/1/2023 12:00:00 AM,AS,19930,AS,N275AK,198,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,14057,1405702,34057,PDX,"Portland, OR",OR,41,Oregon,92,2350,0022,32.00,32.00,1.00,2,2300-2359,30.00,0052,0512,4.00,0430,0516,46.00,46.00,1.00,3,0001-0559,0.00,,0.00,220.00,234.00,200.00,1.00,1542.00,7,32.00,0.00,14.00,0.00,0.00,2335,20.00,20.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
