YEAR,QUARTER,MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,OP_CARRIER_AIRLINE_ID,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN_AIRPORT_ID,ORIGIN_AIRPORT_SEQ_ID,ORIGIN_CITY_MARKET_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,ORIGIN_WAC,DEST_AIRPORT_ID,DEST_AIRPORT_SEQ_ID,DEST_CITY_MARKET_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,DEST_WAC,CRS_DEP_TIME,DEP_TIME,DEP_DELAY,DEP_DELAY_NEW,DEP_DEL15,DEP_DELAY_GROUP,DEP_TIME_BLK,TAXI_OUT,WHEELS_OFF,WHEELS_ON,TAXI_IN,CRS_ARR_TIME,ARR_TIME,ARR_DELAY,ARR_DELAY_NEW,ARR_DEL15,ARR_DELAY_GROUP,ARR_TIME_BLK,CANCELLED,CANCELLATION_CODE,DIVERTED,CRS_ELAPSED_TIME,ACTUAL_ELAPSED_TIME,AIR_TIME,FLIGHTS,DISTANCE,DISTANCE_GROUP,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY,FIRST_DEP_TIME,TOTAL_ADD_GTIME,LONGEST_ADD_GTIME,DIV_AIRPORT_LANDINGS,DIV_REACHED_DEST,DIV_ACTUAL_ELAPSED_TIME,DIV_ARR_DELAY,DIV_DISTANCE,DIV1_AIRPORT,DIV1_AIRPORT_ID,DIV1_AIRPORT_SEQ_ID,DIV1_WHEELS_ON,DIV1_TOTAL_GTIME,DIV1_LONGEST_GTIME,DIV1_WHEELS_OFF,DIV1_TAIL_NUM,DIV2_AIRPORT,DIV2_AIRPORT_ID,DIV2_AIRPORT_SEQ_ID,DIV2_WHEELS_ON,DIV2_TOTAL_GTIME,DIV2_LONGEST_GTIME,DIV2_WHEELS_OFF,DIV2_TAIL_NUM,DIV3_AIRPORT,DIV3_AIRPORT_ID,DIV3_AIRPORT_SEQ_ID,DIV3_WHEELS_ON,DIV3_TOTAL_GTIME,DIV3_LONGEST_GTIME,DIV3_WHEELS_OFF,DIV3_TAIL_NUM,DIV4_AIRPORT,DIV4_AIRPORT_ID,DIV4_AIRPORT_SEQ_ID,DIV4_WHEELS_ON,DIV4_TOTAL_GTIME,DIV4_LONGEST_GTIME,DIV4_WHEELS_OFF,DIV4_TAIL_NUM,DIV5_AIRPORT,DIV5_AIRPORT_ID,DIV5_AIRPORT_SEQ_ID,DIV5_WHEELS_ON,DIV5_TOTAL_GTIME,DIV5_LONGEST_GTIME,DIV5_WHEELS_OFF,DIV5_TAIL_NUM
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N308RD,1309,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,2205,2226,21.00,21.00,1.00,1,2200-2259,16.00,2242,0721,11.00,0718,0732,14.00,14.00,0.00,0,0700-0759,0.00,,0.00,373.00,366.00,339.00,1.00,2846.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N308RD,1309,13930,1393008,30977,ORD,"Chicago, IL",IL,17,Illinois,41,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1730,1813,43.00,43.00,1.00,2,1700-1759,23.00,1836,2124,5.00,2104,2129,25.00,25.00,1.00,1,2100-2159,0.00,,0.00,394.00,376.00,348.00,1.00,2846.00,11,0.00,25.00,0.00,0.00,0.00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N444UW,399,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,2050,2110,20.00,20.00,1.00,1,2000-2059,13.00,2123,0555,4.00,0625,0559,-26.00,0.00,0.00,-2,0600-0659,0.00,,0.00,395.00,349.00,332.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N444UW,399,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1551,1556,5.00,5.00,0.00,0,1500-1559,17.00,1613,1940,7.00,1945,1947,2.00,2.00,0.00,0,1900-1959,0.00,,0.00,414.00,411.00,387.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N453AA,395,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,1900,1859,-1.00,0.00,0.00,-1,1900-1959,50.00,1949,2311,7.00,2256,2318,22.00,22.00,1.00,1,2200-2259,0.00,,0.00,416.00,439.00,382.00,1.00,3043.00,11,0.00,0.00,22.00,0.00,0.00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AA,19805,AA,N461AN,1282,10299,1029906,30299,ANC,"Anchorage, AK",AK,02,Alaska,1,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,0615,0610,-5.00,0.00,0.00,-1,0600-0659,19.00,0629,1510,6.00,1548,1516,-32.00,0.00,0.00,-2,1500-1559,0.00,,0.00,393.00,366.00,341.00,1.00,3043.00,11,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AS,19930,AS,N236AK,176,12523,1252306,32523,JNU,"Juneau, AK",AK,02,Alaska,1,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,0520,0517,-3.00,0.00,0.00,-1,0001-0559,10.00,0527,0823,8.00,0845,0831,-14.00,0.00,0.00,-1,0800-0859,0.00,,0.00,145.00,134.00,116.00,1.00,909.00,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AS,19930,AS,N237AK,90,14828,1482805,34828,SIT,"Sitka, AK",AK,02,Alaska,1,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,0700,0645,-15.00,0.00,0.00,-1,0700-0759,10.00,0655,0946,10.00,1023,0956,-27.00,0.00,0.00,-2,1000-1059,0.00,,0.00,143.00,131.00,111.00,1.00,861.00,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AS,19930,AS,N248AK,223,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11630,1163003,31517,FAI,"Fairbanks, AK",AK,02,Alaska,1,2255,2308,13.00,13.00,0.00,0,2200-2259,24.00,2332,0153,3.00,0140,0156,16.00,16.00,1.00,1,0001-0559,0.00,,0.00,225.00,228.00,201.00,1.00,1533.00,7,5.00,0.00,3.00,0.00,8.00,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,3,7,1,6,7/1/2023 12:00:00 AM,AS,19930,AS,N263AK,97,14747,1474703,30559,SEA,"Seattle, WA",WA,53,Washington,93,11630,1163003,31517,FAI,"Fairbanks, AK",AK,02,Alaska,1,1755,1748,-7.00,0.00,0.00,-1,1700-1759,14.00,1802,2022,4.00,2037,2026,-11.00,0.00,0.00,-1,2000-2059,0.00,,0.00,222.00,218.00,200.00,1.00,1533.00,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
